# colsample_bytree, min_child_weight, subsample, alpha, max_depth, gamma, target
7.448546058402991665e-01,5.035484562091897542e-01,8.579914825816923329e-01,2.391265510859196475e+00,1.499065470022318536e+01,1.705024048132399050e+00,7.881350586000001046e-01
4.451917329267131018e-01,5.931740479535512200e-01,6.757308932392709355e-01,7.457603464302170471e-01,1.547110701222480245e+01,2.167281659309751696e+00,7.760909180000000740e-01
3.772898524033960199e-01,1.565474295882018696e+00,7.100784963046410381e-01,1.391912972671060622e+00,1.032295451435378908e+01,2.981405403693822898e+00,8.098934325999999073e-01
7.027972346961208761e-01,1.313220086672217235e+00,6.083247172019152771e-01,1.289677917895966974e+00,1.265751060173826659e+01,7.868421416584643335e-01,7.679286132000001652e-01
3.911846514299966437e-01,1.455992906715085411e+00,8.819594804315091796e-01,2.050858747518283121e+00,2.450621685192778187e+01,7.044605849931180330e-01,7.623481690000001310e-01
4.380889651615265112e-01,1.694140414671171158e+00,5.486538017955341351e-01,2.822420028887746568e+00,2.441324323618230352e+01,1.618963077851434562e+00,7.887207519999999139e-01
7.488449391613860584e-01,1.523326936627264150e+00,5.654812104458261102e-01,2.597988386019810303e+00,1.544473427191343617e+01,2.056756222495693898e+00,8.032548583999998826e-01
7.225417557737672247e-01,5.648174235965653933e-01,7.540939570480498233e-01,1.004154827089913660e+00,1.786965756192722665e+01,2.693969962448491628e+00,7.839556637999999245e-01
6.040695500368002957e-01,8.111590720432715340e-01,8.081024322206757926e-01,1.231339458139535381e-01,1.412996739596758999e+01,1.046631035322363790e+00,7.480805420000001815e-01
3.205530213859011379e-01,1.441687432185028817e+00,9.981633139048069481e-01,1.291506495845041957e+00,2.073489425369203332e+01,6.077543070908584255e-01,7.533300294000000452e-01
3.160911540823951871e-01,5.022362403668882980e-01,8.298757447368581008e-01,1.686875719102334692e+00,1.851047995470725027e+01,1.894576171197869696e+00,7.888071046000000308e-01
5.291142175772099998e-01,1.438205917160935376e+00,7.567260952293952680e-01,2.770007788816051253e+00,1.978554229663605213e+01,1.431031912900548431e+00,7.941150878000000635e-01
7.353130676119737918e-01,1.387757453406065933e+00,9.050088545736543200e-01,5.401640971299075389e-01,2.231723135977599526e+01,2.231269423565501508e+00,7.832081785999999157e-01
6.639509644706966807e-01,1.744648041373520364e+00,8.507765990037545745e-01,1.880132127292502009e+00,1.657214517895288353e+01,2.380238945501581327e+00,8.028854492000000453e-01
7.692119644262249700e-01,5.346797528381761477e-01,7.600972967141412795e-01,3.598936223911269883e-01,1.850205244796735116e+01,1.548210341408004620e+00,7.491705809999998911e-01
3.446727702496663603e-01,8.806026333816590057e-01,9.937532710749275022e-01,2.450964057549520181e+00,1.413052488236323256e+01,1.011125304632244148e+00,7.885711914000000933e-01
7.234261790680133197e-01,1.581748980741802146e+00,8.355583243924133985e-01,2.666086584424126826e+00,1.521862903548426615e+01,8.533841916780378067e-01,7.859141601999999338e-01
7.222421628230666357e-01,1.240346855251164282e+00,7.394396539567077431e-01,1.537447175193936921e+00,2.471824612381955077e+01,2.125726697570477608e+00,7.912803711999999434e-01
5.540937377587304979e-01,1.989649062541556823e+00,7.376244420460488227e-01,1.709341224545728677e+00,1.624433735123088951e+01,2.404471414212384417e+00,8.025256590000001689e-01
4.411547504076315240e-01,8.652530120671688696e-01,6.155138167085582035e-01,1.609639340629994253e+00,1.578376162516518733e+01,2.664640934778605086e+00,7.930095213999998061e-01
5.556306754007360738e-01,1.133738080454231190e+00,8.604668229546953429e-01,1.402057582107099298e+00,1.799744070428537768e+01,8.369177231975486464e-01,7.620403563999997854e-01
4.002041417050117289e-01,1.378446013332489617e+00,9.742674114660410112e-01,8.870081201049120345e-01,2.442730485483848213e+01,5.447153771371942010e-01,7.320479247999999162e-01
8.531208091020916484e-01,1.668986124674464833e+00,6.411901329594801302e-01,2.608652321403025276e+00,1.528534888894926702e+01,1.713211982813758638e+00,7.983453614000000087e-01
7.790219289674813474e-01,1.143692574517975791e+00,6.736246774005238969e-01,5.714644980191818657e-01,2.133774419400507227e+01,2.449318278309366548e+00,7.829737060000000470e-01
8.003867599909879615e-01,1.287460701706329536e+00,8.051204329472170240e-01,4.302534784690124070e-01,1.611612713357808246e+01,1.058647874005966161e+00,7.535357177999999490e-01
3.288548544394018225e-01,1.864358106867807008e+00,5.746104914859193613e-01,1.830531819396461257e+00,1.001763283857824405e+01,2.218766620963738667e+00,8.095051267999999745e-01
3.850376062789045983e-01,1.273941478599710742e+00,6.304255399107605573e-01,6.656010713839615178e-01,1.251594884828850418e+01,1.828013818304059068e+00,7.841435055999997905e-01
7.295800269778349723e-01,1.355749758271136196e+00,9.449506164629501992e-01,2.814173495798089064e+00,1.523891437889781564e+01,1.942710908099360534e+00,8.064993654000002232e-01
4.313621603777476610e-01,1.099755548794678850e+00,7.398678391827220313e-01,1.015959025195238397e+00,1.463104540885649385e+01,1.256990961049875732e+00,7.741303709999997062e-01
7.366397700092033318e-01,1.526917025824638063e+00,5.016324664082389972e-01,1.964662103248556502e+00,1.950346880755480328e+01,1.722964790902719034e+00,7.850334227999998804e-01
6.972205203439698629e-01,1.569152663613701204e+00,8.501394102624036941e-01,2.029136953725460657e+00,1.497599847979643428e+01,8.345561262561826954e-01,7.808415528000000050e-01
5.758058199287461321e-01,6.181969669955337254e-01,7.434016249412277455e-01,1.231625015719143068e+00,1.308033281453095853e+01,9.161187940393901163e-01,7.705908448000000632e-01
5.316348923449738528e-01,1.748998594000875206e+00,6.105764955894256163e-01,1.589260257428303236e+00,1.545210245184071596e+01,2.995821130831266998e+00,8.007996582000000974e-01
7.604430698000974598e-01,1.324434725344744601e+00,7.409524505378334291e-01,2.201805201790353550e+00,2.310190935061436335e+01,1.521850249597403559e+00,7.852407470000000167e-01
6.337335945849165153e-01,1.590597348994867266e+00,7.480557487581309672e-01,1.321079404276772840e+00,2.170891822227763868e+01,1.416335287930446274e+00,7.704925536000000186e-01
4.015045372346586205e-01,1.472919362452486336e+00,5.977203086310551861e-01,2.578824574390226054e+00,1.602414284861273686e+01,5.104652211074868218e-01,7.603991212000000832e-01
7.253949988373202817e-01,1.145876230510907590e+00,8.440538349879999069e-01,8.167424685652890926e-01,2.311986903601642496e+01,1.898923266360019513e+00,7.811938963999998098e-01
4.842579139001839117e-01,9.934975574358393402e-01,6.014275300521094714e-01,1.689573424920293387e+00,2.316120463801819440e+01,1.765011380496734450e+00,7.764833741999997985e-01
5.769588628460347035e-01,8.324845742343368604e-01,6.195911736347397003e-01,1.304364363898261381e+00,1.168277365096486164e+01,2.836927433643348095e+00,7.996088865999999573e-01
3.768766844670771166e-01,1.058379418365027025e+00,9.308317445248007749e-01,2.014090481435570457e+00,1.504304642509742074e+01,7.343003752466088496e-01,7.751897216000002144e-01
8.742538276535078978e-01,1.473350281310080057e+00,5.849066505029416607e-01,1.282238164193548746e-01,2.266744170222465726e+01,5.253135732971077054e-01,6.655325437999999316e-01
6.778570208699947752e-01,1.204516556704139596e+00,7.505233492675601470e-01,2.542499452898080214e+00,2.493476617182468402e+01,2.699747779147804838e+00,8.027756106000001335e-01
8.231973809196184710e-01,8.279968440605081081e-01,8.154440550826709266e-01,1.886101401635433383e+00,1.273470081016822597e+01,1.532454099156419280e+00,7.964040525999999121e-01
4.313743064976565122e-01,1.746136538365400170e+00,5.634602591681123762e-01,5.380325811600156216e-01,1.692732348080169658e+01,7.117487673310758378e-01,7.240045655999999274e-01
8.047721148130382307e-01,6.080258405205329897e-01,8.136569671621641797e-01,8.491940968652323951e-01,1.796893421851034844e+01,1.749323823609207018e+00,7.751952882000000544e-01
6.792145069039237093e-01,6.947196510225727151e-01,7.435411695377284191e-01,1.527565038976195000e+00,2.101526954137849401e+01,1.327784658483017077e+00,7.658867919999999829e-01
5.952820147508282034e-01,9.409153190597290273e-01,9.736992837961835345e-01,1.104999312844439086e+00,2.340105949509064942e+01,8.773192042008821634e-01,7.511180906000000101e-01
4.065518740481612880e-01,6.574490770204373113e-01,7.021238538381706640e-01,1.232691389576744179e+00,1.063633168732615175e+01,2.349804570300177531e+00,7.954613036000001136e-01
3.756213680677675804e-01,6.175671151915044232e-01,5.886039824214090999e-01,1.111064526266267727e-01,2.456252104590571861e+01,2.479294157387184949e+00,7.499760009999999477e-01
7.297490392954184557e-01,5.236777052024901291e-01,8.897842689816786166e-01,6.301671642912232141e-02,1.688335116996908525e+01,1.375401646091185315e+00,7.448494628000000839e-01
5.284700961976320777e-01,8.590102595300967980e-01,7.902176080583467321e-01,1.513979637699430558e+00,1.519907551849997240e+01,6.625774796859522642e-01,7.614321045999999926e-01
8.327164790995122967e-01,1.438583767169848926e+00,5.636717003055246034e-01,1.136466167160750107e+00,1.197669405637177498e+01,1.917625239350389643e+00,7.918811768000000306e-01
8.207914571317496133e-01,1.344629919206830282e+00,6.638601666481559471e-01,3.882602425542253100e-01,1.406984683321808660e+01,1.077687577806028418e+00,7.591921144000002286e-01
8.817763410148540260e-01,1.890906776902925746e+00,7.665075473107083592e-01,2.448320380332619894e+00,1.141808309425550760e+01,1.870825869221419469e+00,8.101461427999999687e-01
5.951569504393638965e-01,1.437669687850779754e+00,7.237340967481467047e-01,1.645065802917180076e+00,1.503391252070816186e+01,1.037477649538955493e+00,7.753328123999999599e-01
7.250909036240054117e-01,1.225822325317549533e+00,5.127906868241736138e-01,9.277660092512021173e-01,1.687531001382440365e+01,8.126812383628527758e-01,7.340783203999999840e-01
3.147863374161153360e-01,7.548757694945587016e-01,8.072313706497373786e-01,1.836737948863027547e+00,1.454406114384750737e+01,5.830849335700902802e-01,7.620361084000001339e-01
7.175370417104822707e-01,1.202225373585993351e+00,7.708701136239489715e-01,1.910189266365777794e+00,1.489822215628271174e+01,9.735451585296762689e-01,7.790387695999998474e-01
6.277282883573707117e-01,7.136679323059972324e-01,9.170012929268940294e-01,2.334326146629110088e+00,1.565393532431161461e+01,2.286368379514985172e+00,8.013803712000001633e-01
4.425095195173849305e-01,1.760689111518189298e+00,5.520451214340852397e-01,9.784791075346147560e-01,1.620912640029188978e+01,2.630026161023013120e+00,7.920726073999999617e-01
8.915666390408514275e-01,7.632049741388622355e-01,8.282433155519353107e-01,2.076450461614938625e+00,2.489347556504601044e+01,1.941630863322906908e+00,7.900776365999997441e-01
5.465837341819076434e-01,1.985833568532956450e+00,9.316708033056984029e-01,2.871553420786207678e+00,1.608252207297228864e+01,7.370457606365969916e-01,7.873223143999998896e-01
8.247848825468677703e-01,7.163147262763793766e-01,9.308853206979132988e-01,2.801769274859242653e+00,1.326597253235514273e+01,6.665533665586014234e-01,7.851171630000001178e-01
7.578571628878176814e-01,1.466190209162912428e+00,7.049089498038687562e-01,2.645284416586310527e+00,2.350235223763173664e+01,1.743005553876816993e+00,7.966276368000001495e-01
5.249271628971989845e-01,1.049652541266979489e+00,5.881465462831476643e-01,7.240499777489185496e-01,1.901342406245998262e+01,2.604918307841437297e+00,7.778956051999998955e-01
