# colsample_bytree, min_child_weight, subsample, alpha, max_depth, gamma, target
3.186200327539692734e-01,1.329741646540318900e+00,9.353101976522237848e-01,3.580699308915484824e-01,1.164429472037858382e+01,1.048180215221087952e+00,7.835062502000000872e-01
4.700737189278768602e-01,9.558392992100248620e-01,7.994163911654281751e-01,9.680718972822193180e-01,1.042376642814227061e+01,1.088657167328471953e+00,7.888675537999999543e-01
3.093763197912771656e-01,8.863685958332773174e-01,5.765301639142894619e-01,8.544958128553936660e-01,1.185882796453518750e+01,1.182241426291372077e+00,7.709946779999997668e-01
6.999999999999999556e-01,1.500000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.516188545422926204e+01,2.000000000000000000e+00,8.006199463999998933e-01
6.999999874595156379e-01,1.451370870745086528e+00,1.000000000000000000e+00,1.652385422994792963e+00,1.216220328869784240e+01,1.987962595038756053e+00,7.995802733999999301e-01
5.578458999250792694e-01,1.317703176092165585e+00,1.000000000000000000e+00,1.705010189003992371e+00,1.673455621060486465e+01,1.927125854924311099e+00,7.976330320000001306e-01
5.313896289596445888e-01,1.152162119635600446e+00,9.999999999417132912e-01,2.000000000000000000e+00,1.000000000000000000e+01,1.909565716391093737e+00,7.984210693999999053e-01
6.999999999999999556e-01,9.579906026131618235e-01,1.000000000000000000e+00,1.936253428127851173e+00,1.363230824017124654e+01,1.751539499250276855e+00,8.011131592000001467e-01
3.439419466150554494e-01,1.369072038783186951e+00,9.900079853408508823e-01,1.308670949597413147e+00,1.015548309294443108e+01,1.956001112195988823e+00,8.112939453999999939e-01
3.880901320088063211e-01,5.000000000000000000e-01,1.000000000000000000e+00,1.717614537941324626e-01,1.000000000000000000e+01,2.000000000000000000e+00,7.856415037999999740e-01
5.519046805799965316e-01,9.696777044694264713e-01,7.505233492675601470e-01,1.694999635265386662e+00,1.995651078121645838e+01,1.819848667488682903e+00,7.923616944000000384e-01
4.019691481929907328e-01,1.375253737599125170e+00,8.360927917855067726e-01,1.651162451531033026e+00,1.093669385106737302e+01,1.282456508863842437e+00,8.010387207999999371e-01
3.429029682676151825e-01,1.316339656998174679e+00,9.962617016695239913e-01,8.783311838776425295e-01,1.560076544541803933e+01,1.632233781550813223e+00,7.922416991999998714e-01
3.192364593656946692e-01,1.409572013903532817e+00,5.746105238366168155e-01,1.220354571413442057e+00,1.001175527652609176e+01,1.531259804752660436e+00,7.933956300000000184e-01
4.490770708950622137e-01,1.400664828177138110e+00,9.908936562375727508e-01,1.999999986805232721e+00,1.275761596280926291e+01,9.414342111415872072e-01,7.943003908000000335e-01
3.829314252878737723e-01,1.476859674747989404e+00,5.857403972629431355e-01,1.992024253762724850e+00,1.311460917162267137e+01,1.814261737982756140e+00,7.962062989999999507e-01
3.525432738560083656e-01,1.215293269220621308e+00,7.143377679338086539e-01,9.304744212116285995e-01,1.021932931496900387e+01,1.990999202342931929e+00,8.023112305999998695e-01
6.878508231601960787e-01,1.427271184778340363e+00,7.665075571711710278e-01,1.632213533988879250e+00,1.094538863246535421e+01,1.322495416063428131e+00,7.985792725999999453e-01
4.923228562885357817e-01,7.614309026488222942e-01,6.796109779122333494e-01,1.798009332981545194e+00,1.079306161428824140e+01,1.834531283288129089e+00,8.037879148000000029e-01
4.914748454294410873e-01,7.637847796658874255e-01,9.260678771071910731e-01,1.301662552866081235e+00,1.138079464962488707e+01,1.991274566711074057e+00,8.023225829999999226e-01
4.644679202245341476e-01,1.490587446860121457e+00,9.317828239853976902e-01,1.914511393539439998e+00,1.405514039298840601e+01,6.422763264054170973e-01,7.779498533999998910e-01
3.229415885665873343e-01,6.961558448249217657e-01,5.197101433763683387e-01,1.510626524040546981e+00,1.232105510946635363e+01,1.965904703125392228e+00,7.853359863999999080e-01
3.920633841436723666e-01,1.296110493222121018e+00,5.486615850927979432e-01,1.881610470213848751e+00,1.960883194530530460e+01,1.171394023951477736e+00,7.715976806000001131e-01
5.532215764549646142e-01,1.423425969053626616e+00,7.813456557143293457e-01,1.803378368874885673e+00,1.828523075019632671e+01,1.661596318934430716e+00,7.904999510000000340e-01
5.184847542013788502e-01,6.424483853941646005e-01,9.170025991821914024e-01,1.556214086600179680e+00,1.376929613843275924e+01,1.571821554957427036e+00,7.952001953999999762e-01
3.297818468331109032e-01,7.537350889211059668e-01,9.937532710749275022e-01,1.633976038366346861e+00,1.275368325490882171e+01,8.066751827793465779e-01,7.844329834000000057e-01
6.659731572240689124e-01,1.314738437190106080e+00,9.612744997312688833e-01,1.636051517515680453e+00,1.337717256291692891e+01,1.158995145416787054e+00,7.965204836000000510e-01
5.426339763137977279e-01,1.329765360915680095e+00,8.507765990037545745e-01,1.253421418195001413e+00,1.438143011930192117e+01,1.628143367300948663e+00,7.926719482000000871e-01
6.711778178580377618e-01,8.078260054181696237e-01,5.074253621917107493e-01,1.859534752708390526e+00,1.850209014468934754e+01,1.645433306983334010e+00,7.807504151999998809e-01
4.544232615633158612e-01,1.332665729333916804e+00,6.105764955894256163e-01,1.059506838285535490e+00,1.363473496789380945e+01,1.997492678498760110e+00,7.918993164000001084e-01
6.833095338678175645e-01,1.467415245416534564e+00,5.980610646949268139e-01,1.780866672825476504e+00,1.232008897867033603e+01,1.788039218194704238e+00,7.971384763999999068e-01
6.943777593605674481e-01,6.754699827592415273e-01,8.282433155519353107e-01,1.384300307743292269e+00,1.992898371003067126e+01,1.364978517993744145e+00,7.771333984000000639e-01
3.710345826987742068e-01,6.049660513469582446e-01,7.021238538381706640e-01,8.217942597178293784e-01,1.042422112488410058e+01,1.609882742180106296e+00,7.902671634000002499e-01
3.140704750200918327e-01,1.494480945032964136e+00,6.689958489672274133e-01,1.708852094154250656e+00,1.571542145694396098e+01,1.193239206488907911e+00,7.837273436000000704e-01
4.055139810875572626e-01,9.361050104278700879e-01,9.905931239168346281e-01,1.636217970670160060e+00,1.672944674287883515e+01,1.158741554181062394e+00,7.899171144000001199e-01
6.544643630706762361e-01,1.355464119996347083e+00,6.572677892315865744e-01,1.678012722885136032e+00,1.985142163495800816e+01,1.498227269681907226e+00,7.870758053999999948e-01
5.863866846518899223e-01,1.070499838847424279e+00,9.449506164629501992e-01,1.876115663865392857e+00,1.349260958593187709e+01,1.365626544859616320e+00,8.004577148000000530e-01
4.757373643025308851e-01,1.101521043515607978e+00,6.636070174431818458e-01,1.735656335951905271e+00,1.215825488098623097e+01,1.355995980623927011e+00,7.933000489999999516e-01
5.388356630031527761e-01,1.252863893221778380e+00,6.047386964913810115e-01,1.838889779945876102e+00,1.681411959114195653e+01,1.374656379733774525e+00,7.826298586000000057e-01
5.992299594409240537e-01,1.182217957751509507e+00,5.654812104458261102e-01,1.731992257346540276e+00,1.362982284794228960e+01,1.434053733497416161e+00,7.836014404000002376e-01
3.051011064057008726e-01,1.138255892202349795e+00,9.026557494542526427e-01,4.334789806888337260e-01,1.396514927555722707e+01,1.799734236045963387e+00,7.867086426000000632e-01
5.816945038491780906e-01,5.432116157310435955e-01,7.540939570480498233e-01,6.694365513932758471e-01,1.524643837461815110e+01,1.816381977469095022e+00,7.760160644000002605e-01
4.846392418973564098e-01,7.216563828228912403e-01,6.195911736347397003e-01,8.695762425988409206e-01,1.112184910064324050e+01,1.902156460186008813e+00,7.890321043999999340e-01
3.504142453785117350e-01,5.783780767943362822e-01,5.886039824214090999e-01,7.407096841775118179e-02,1.970834736393714337e+01,1.687576494432311058e+00,7.287834227999999692e-01
5.965697372268661258e-01,5.023656374727931695e-01,8.579914825816923329e-01,1.594177007239464317e+00,1.332710313348212239e+01,1.223014428879439341e+00,7.833751951999997631e-01
6.509586723298645961e-01,1.344073172563075014e+00,9.463964348400799587e-01,1.079906932575131373e+00,1.968972855690995516e+01,1.114147921836929900e+00,7.716493898000000851e-01
6.487982539464122178e-01,7.186645627070054054e-01,8.154440550826709266e-01,1.257400934423622330e+00,1.182313387344548339e+01,1.119472459493851657e+00,7.868717772000000110e-01
6.551443193996748793e-01,1.125722511446566099e+00,5.636717003055246034e-01,7.576441114405001453e-01,1.131779603758118391e+01,1.350575143610233786e+00,7.739915771999998917e-01
6.498565883645783803e-01,6.442098175175862140e-01,9.308853206979132988e-01,1.867846183239495028e+00,1.217731502157009515e+01,5.999320199351607652e-01,7.733616213999998656e-01
3.002154306188907218e-01,1.250053556288791334e+00,9.175196684101798450e-01,1.480001044188023807e+00,1.867903507149440756e+01,1.435960941509208055e+00,7.866368164000000496e-01
3.417083596748731189e-01,1.202951537508283320e+00,8.433231325661776356e-01,1.838658605867534268e+00,1.415072987964219209e+01,1.029487549970294236e+00,7.870095704000000802e-01
3.522586405155512246e-01,1.048290442659883581e+00,7.610652483528699275e-01,5.340248310162456491e-01,1.209709575916896540e+01,1.793678045492253847e+00,7.867408203999998184e-01
5.027130333578667676e-01,7.074393813621809857e-01,8.081024322206757926e-01,8.208929720930235874e-02,1.275331159731172548e+01,8.279786211934183626e-01,7.481538820000001033e-01
3.107274360549301395e-01,5.014908269112589023e-01,8.298757447368581008e-01,1.124583812734889721e+00,1.567365330313816685e+01,1.336745702718721729e+00,7.733673828000000583e-01
5.634401612185284680e-01,8.112519028067557425e-01,9.527160313579734474e-01,7.713376996924439233e-01,1.839971777060914704e+01,1.522601122813330043e+00,7.764468750000000918e-01
3.941031669384209568e-01,7.435020080447792834e-01,6.155138167085582035e-01,1.073092893753329502e+00,1.385584108344345822e+01,1.798784560867163096e+00,7.864958984000000042e-01
3.550553122242618431e-01,8.345619758892082185e-01,5.324286642929331181e-01,3.571053760121383203e-01,1.486942487511859312e+01,1.894587312548937197e+00,7.662301270000000386e-01
3.512511229780513888e-01,8.722529455766847573e-01,9.308317445248007749e-01,1.342726987623713564e+00,1.336203095006494657e+01,6.405802251479653098e-01,7.711539796000002056e-01
3.668027611366744267e-01,1.085630675554993152e+00,9.742674114660410112e-01,5.913387467366080230e-01,1.961820323655898690e+01,5.268292262823164318e-01,7.321355711999999460e-01
3.480081297083982284e-01,9.561102353471556681e-01,5.251817103431941636e-01,8.980309567453463870e-01,1.970091125499592621e+01,1.491395198886086071e+00,7.561170166000001913e-01
4.693958251724869024e-01,1.493099375027704401e+00,7.376244420460488227e-01,1.139560816363819118e+00,1.416289156748725908e+01,1.642682848527430739e+00,7.878269287999999371e-01
6.125323117167797982e-01,1.250964793242252071e+00,9.565811459087276702e-01,1.318030272675605907e+00,1.919030391005444613e+01,1.240198741541576277e+00,7.818624265999999379e-01
5.128129674166945762e-01,1.447791997656242557e+00,7.738370299148844556e-01,6.309457417855144357e-01,1.274052758339993296e+01,8.762811995059113235e-01,7.711132079999999389e-01
3.688675204097973115e-01,9.705684434376198322e-01,5.594509157111773323e-01,1.322835249328424556e+00,1.159037093985076794e+01,1.214331742758912425e+00,7.809729001999998754e-01
4.704204502671572863e-01,9.224920536361541634e-01,8.604668229546953429e-01,9.347050547380661989e-01,1.533162713619025297e+01,7.021506339185292767e-01,7.558802243999999115e-01
6.410760040096450396e-01,1.356446348565790938e+00,6.966399324240041269e-01,1.495355546936603108e+00,1.648987467580344557e+01,8.186565127414633380e-01,7.638058593999998980e-01
6.425268278941829170e-01,9.415568328897645500e-01,8.301954013013942424e-01,1.279203593245033632e+00,1.718692226924941480e+01,1.125392207037769765e+00,7.709658202000000404e-01
4.214855163796538129e-01,1.237370712050553490e+00,6.590757558345168299e-01,1.207386383333908242e+00,1.445716378100638799e+01,1.730907592563233566e+00,7.901266848000000342e-01
6.128079762841498468e-01,5.231198352254508022e-01,7.600972967141412795e-01,2.399290815940846588e-01,1.566803496531156803e+01,1.128926204844802772e+00,7.443749267999999475e-01
3.228972363543338719e-01,1.187996722571210029e+00,6.120362794980127585e-01,2.665825489377748880e-01,1.184951598680370211e+01,1.566966512016764845e+00,7.746036865999998966e-01
6.193479526449875427e-01,9.291283830119838605e-01,6.736246774005238969e-01,3.809763320127879105e-01,1.755849612933671366e+01,1.669590966985619707e+00,7.613615480000001101e-01
6.322051000281104782e-01,1.076187185059362061e+00,6.350046409534273462e-01,1.519467519152745583e+00,1.843796326505901817e+01,1.472589271238760267e+00,7.799379883999999485e-01
5.822841193786754133e-01,1.221165987161201283e+00,8.355583243924133985e-01,1.777391056282751292e+00,1.347908602365617803e+01,7.120305150068226840e-01,7.775883056000000293e-01
3.607897676199977588e-01,1.137328604476723681e+00,8.819594804315091796e-01,1.367239165012188673e+00,1.967081123461852243e+01,6.226763509958708198e-01,7.522219970000001421e-01
6.052381085918783210e-01,1.144126806108608285e+00,7.049089498038687562e-01,1.763522944390873759e+00,1.900156815842115776e+01,1.245803332326090196e+00,7.771836669999999669e-01
4.527428117181399592e-01,1.125470611440623436e+00,7.567260952293952680e-01,1.846671859210700761e+00,1.652369486442403357e+01,1.058619147740329058e+00,7.795658204000001090e-01
3.009434502605657369e-01,5.769882533945798198e-01,6.673353401329336076e-01,1.740150250373695195e+00,1.808659057516252489e+01,6.325077372337457593e-01,7.385428956000000822e-01
3.137020142572674031e-01,1.127791621456685878e+00,9.981633139048069481e-01,8.610043305633612309e-01,1.715659616912802221e+01,5.646525842545151441e-01,7.542078611999998294e-01
3.967944886178087494e-01,5.621160319690341467e-01,6.757308932392709355e-01,4.971735642868113647e-01,1.364740467481653496e+01,1.500368995585851017e+00,7.647916991999997860e-01
4.838705466191640658e-01,5.787979779970224836e-01,7.434016249412277455e-01,8.210833438127620454e-01,1.205355520968730509e+01,7.496712764236340698e-01,7.598746581999998861e-01
5.910931800061355323e-01,1.184611350549758857e+00,5.016324664082389972e-01,1.309774735499037668e+00,1.633564587170320337e+01,1.233778874541631598e+00,7.582711913999998776e-01
6.984291198353800301e-01,5.474204593851134115e-01,9.319088765571872379e-01,1.046171794174615366e+00,1.600785863472393089e+01,7.435674913833761890e-01,7.592041260000000902e-01
3.676696914897723545e-01,1.148612908301657631e+00,5.977203086310551861e-01,1.719216382926817444e+00,1.401609523240849242e+01,5.062791326644920931e-01,7.550611815999997978e-01
5.902087117413157280e-01,1.091838302270710770e+00,9.050088545736543200e-01,3.601093980866050259e-01,1.821148757318399447e+01,1.538761654139300994e+00,7.641846436000000464e-01
4.968546765005520394e-01,7.939435460398193145e-01,9.736992837961835345e-01,7.366662085629593903e-01,1.893403966339376865e+01,7.263915225205292980e-01,7.513035889999998274e-01
3.950063463449232648e-01,1.340459407678793013e+00,5.520451214340852397e-01,6.523194050230765040e-01,1.413941760019459259e+01,1.778015696613807872e+00,7.738448973999998426e-01
4.869262752068288513e-01,6.227279620455378195e-01,7.072562240041149195e-01,8.808518737081001415e-01,1.896285952047369250e+01,1.681667468528138754e+00,7.696491209999999361e-01
3.875828709984376896e-01,1.330757692243599966e+00,5.634602591681123762e-01,3.586883874400104144e-01,1.461821565386779831e+01,6.270492603986455027e-01,7.192778319999999503e-01
3.875747735851650666e-01,8.998370325297858630e-01,7.398678391827220313e-01,6.773060167968256717e-01,1.308736360590432923e+01,9.541945766299253506e-01,7.652653809999999668e-01
5.864993595302789853e-01,5.157851368016600491e-01,8.897842689816786166e-01,4.201114428608154761e-02,1.458890077997939017e+01,1.025240987654711278e+00,7.452624513999999145e-01
5.648136802293131087e-01,1.212768442409134062e+00,8.501394102624036941e-01,1.352757969150307105e+00,1.331733231986428834e+01,7.007336757537097061e-01,7.762455321999998104e-01
5.685314897974138582e-01,1.042146724448144823e+00,6.083247172019152771e-01,8.597852785973112422e-01,1.177167373449217713e+01,6.721052849950786001e-01,7.677261964000001715e-01
6.828358851023385023e-01,1.148900187540053297e+00,5.849066505029416607e-01,8.548254427956991641e-02,1.844496113481643818e+01,5.151881439782646233e-01,6.672608396000000441e-01
5.814947752153777349e-01,9.935645701674429286e-01,7.394396539567077431e-01,1.024964783462624540e+00,1.981216408254636718e+01,1.475436018542286565e+00,7.720666017999999742e-01
6.335911733273252855e-01,1.024973801137552876e+00,8.051204329472170240e-01,2.868356523126749380e-01,1.407741808905205438e+01,8.351887244035796076e-01,7.501439451999999397e-01
4.228386092667892338e-01,8.289983716238928935e-01,6.014275300521094714e-01,1.126382283280195518e+00,1.877413642534546412e+01,1.259006828298040670e+00,7.590173095999999120e-01
6.687472060680610397e-01,1.279324083116309962e+00,6.411901329594801302e-01,1.739101547602016851e+00,1.352356592596617801e+01,1.227927189688255094e+00,7.847259765999999859e-01
3.098575582774101833e-01,6.699171796630390974e-01,8.072313706497373786e-01,1.224491965908685032e+00,1.302937409589833884e+01,5.498509601420542570e-01,7.584713376000001839e-01
6.365147432086920576e-01,5.720172270136886228e-01,8.136569671621641797e-01,5.661293979101549301e-01,1.531262281234023348e+01,1.249594294165524033e+00,7.557397703999999550e-01
5.224890630566110250e-01,1.227064899329911363e+00,7.480557487581309672e-01,8.807196028511818930e-01,1.780594548151842815e+01,1.049801172758267676e+00,7.551994141999999188e-01
6.471943047544995720e-01,1.063086612804553521e+00,6.638601666481559471e-01,2.588401617028168733e-01,1.271323122214539225e+01,8.466125466836169622e-01,7.515102052000000032e-01
5.528096712692824877e-01,6.298131006817151434e-01,7.435411695377284191e-01,1.018376692650796667e+00,1.734351302758566149e+01,9.966707950898101576e-01,7.553156252000000626e-01
4.523133974650880296e-01,7.393401730200644950e-01,7.902176080583467321e-01,1.009319758466286965e+00,1.346605034566664827e+01,5.975464878115712697e-01,7.573362792000000177e-01
3.566917375192697470e-01,1.015960985733140420e+00,6.304255399107605573e-01,4.437340475893076785e-01,1.167729923219233612e+01,1.296808290982435441e+00,7.725885744000001720e-01
6.069620465333982473e-01,1.049623150229829882e+00,7.409524505378334291e-01,1.467870134526902515e+00,1.873460623374290890e+01,1.113110149758442136e+00,7.741762207999998147e-01
5.783580278069881953e-01,9.681502490573289377e-01,7.708701136239489715e-01,1.273459510910518455e+00,1.326548143752180664e+01,7.841270951178057613e-01,7.712283692000000412e-01
5.835966658915467953e-01,9.305841536739383191e-01,8.440538349879999069e-01,5.444949790435260617e-01,1.874657935734428449e+01,1.339353959816011796e+00,7.608775880000000491e-01
3.528602753668804715e-01,1.278797385505607620e+00,9.527886048153760834e-01,8.223346112387337481e-01,1.553833450792328108e+01,1.629496393670304411e+00,7.872702148000000344e-01
5.833939357493369560e-01,9.838815502116996514e-01,5.127906868241736138e-01,6.185106728341347448e-01,1.458354000921626792e+01,6.876087430177115767e-01,7.275538328000001886e-01
4.967713002929092792e-01,1.125113125233853317e+00,7.237340967481467047e-01,1.096710535278120124e+00,1.335594168047210673e+01,8.224865897233732959e-01,7.643622313999999252e-01
3.922618600140665990e-01,6.798024485693004992e-01,7.555316017838289433e-01,8.583035661538207517e-01,1.763990603929089929e+01,1.342835551603491995e+00,7.641431639999998193e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
4.499514419314659674e-01,8.664350275113196220e-01,5.881465462831476643e-01,4.826999851659456997e-01,1.600894937497331938e+01,1.762950984704862334e+00,7.605256836000000575e-01
