booster,eta,max_depth,gamma,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,lambda,best_nrounds,cv_mean,cv_sd
gbtree,0.1,18,3.61195028308,0.0266984107024,0.520211223553,0.868272809315,0.480227537585,0.941061879167,1.80891400674,1105,1145.175995,5.2565514443
gbtree,0.1,13,2.39465945031,0.656458163593,0.944290098059,0.338195021043,0.622624601131,0.497507333899,2.04536317988,261,1158.04852275,6.39314825627
gbtree,0.1,19,3.97085086808,1.02815616181,4.23990017371,0.861526406639,0.617279945335,0.952713956706,0.639365971222,861,1146.99041725,5.10057179092
gbtree,0.1,6,2.1130731034,0.298301409352,4.02119600303,0.502232621368,0.440613397609,0.459821080437,1.62611378471,916,1150.86932375,6.58654792561
gbtree,0.1,13,0.400114671714,0.489169245974,3.98596469291,0.605001880669,0.771687842069,0.417265494454,3.29719189167,100,1163.4890135,7.1699465524
gbtree,0.1,7,4.66110290962,0.969599898062,2.57249684103,0.642274254012,0.886068020545,0.341098771016,3.81669837501,1705,1148.63772575,5.4809939931
gbtree,0.1,14,2.87388455565,1.09935118729,2.65215577483,0.616174521741,0.863996549853,0.772420882359,2.17060890546,404,1149.41244525,6.13959862989
gbtree,0.1,10,4.60786238619,0.191250447856,3.17271774757,0.58849227437,0.599705850059,0.818573151587,3.44660307014,1304,1148.2001035,5.67226652074
gbtree,0.1,16,3.07434463108,1.01394978951,2.56197639662,0.323501386839,0.93247255511,0.467817127173,2.33947885285,241,1156.40570075,5.95546590158
gbtree,0.1,3,0.783371633411,1.09107494797,3.15521973983,0.884885508811,0.813944114269,0.746862673389,2.57505895049,1796,1151.4613955,5.12654106314
gbtree,0.1,14,3.95560749014,0.964578131785,2.77486119453,0.778231036623,0.922232494908,0.964680280887,2.51138231638,832,1146.48504625,5.2728641934
gbtree,0.1,20,4.14492764399,0.157716838178,2.6901231773,0.771342552367,0.744009015954,0.851378904283,2.20227937331,1021,1145.303406,4.5153121939
gbtree,0.1,15,2.54410747753,0.556956913653,4.06253977107,0.572157595356,0.851262691043,0.457694943677,1.96657013917,183,1153.081146,6.35661246868
gbtree,0.1,6,2.82195340931,1.51592005654,0.664615344566,0.572865761425,0.815752714095,0.572991579002,2.8946140385,817,1148.93457025,6.25872124696
gbtree,0.1,18,0.383807541712,1.68088733894,4.38543162829,0.854531259706,0.857096686529,0.965460452555,2.46698363868,93,1175.93615725,6.92216675823
gbtree,0.1,16,4.26874582383,1.2938588011,1.02115375697,0.972695633707,0.55577666811,0.687017595976,1.03854106103,1774,1145.24697875,6.54885379758
gbtree,0.1,20,2.37897203317,0.945392508105,0.846312790409,0.90178478468,0.567669433617,0.451754233182,1.70577755891,584,1149.36230475,7.01151112218
gbtree,0.1,18,0.786529449088,1.61355823739,1.62622879263,0.773027289132,0.987839960819,0.995295058422,3.01798447204,142,1174.015991,7.79524079595
gbtree,0.1,7,2.4007689529,1.59632290407,2.35358737811,0.744455692342,0.346906117064,0.708250070545,0.680981072048,1037,1148.50485225,4.78028757389
gbtree,0.1,7,4.57920887541,1.61820384848,2.59325687899,0.333165603475,0.771482967871,0.475100710378,1.45490171009,935,1155.342743,5.54824734753
gbtree,0.1,18,3.35635358489,0.754108909421,0.38797210068,0.339231275631,0.656560157607,0.988707363375,1.34590540602,478,1156.0145875,5.4301120442
gbtree,0.1,19,4.4505095272,0.363829835857,4.18648572372,0.62741716008,0.570273677594,0.462243312441,2.61793378255,983,1145.0428465,6.01806029938
gbtree,0.1,10,1.76173482101,1.67140193759,1.31563230595,0.907572750293,0.554583163843,0.610652447412,4.52401772575,419,1145.59661875,6.00974296316
gbtree,0.1,19,0.0597106665212,0.584775225635,2.90673138903,0.441439933558,0.903729926877,0.388510934022,1.82958708334,78,1203.42208875,7.42217622165
gbtree,0.1,4,0.510624450803,1.8534058104,1.78636039614,0.867920173066,0.784976114991,0.899254255989,1.23935906637,1009,1148.717926,4.75013199332
gbtree,0.1,4,2.80998968148,1.04824111902,4.86583640824,0.705325195632,0.965406828716,0.506784700081,4.415603705,1696,1150.37316875,6.28615887567
gbtree,0.1,12,2.50352473154,1.82710136814,0.763073316749,0.49455815904,0.822750236465,0.710272317458,4.61258081305,346,1150.80096425,5.56369537432
gbtree,0.1,17,4.00207146137,1.45329681437,4.61571513103,0.468768482994,0.845004110664,0.794475021493,3.34826454158,420,1148.74771125,6.55030335687
gbtree,0.1,3,1.30779688121,1.22963161107,1.74349166704,0.848152155567,0.693888169863,0.939909416558,1.30751935712,2181,1153.1214295,5.63583201965
gbtree,0.1,15,0.285778583905,0.537618571394,4.45606059202,0.62783927626,0.327629252394,0.492832751924,2.12267100402,103,1172.2717285,8.01091866674
gbtree,0.1,13,1.74642480627,0.377636661971,3.87790973855,0.868568932005,0.739980615795,0.364396561808,4.58527654595,186,1148.506714,6.03053197421
gbtree,0.1,19,2.83004071555,1.96392782175,1.36373466992,0.313200312198,0.97061380071,0.920093359775,3.03420971495,178,1161.23507675,5.77428416667
gbtree,0.1,20,1.73915038203,0.787533198378,0.258459399643,0.553910758517,0.856707912136,0.664010910582,4.0393548695,459,1158.85849,7.41763991799
gbtree,0.1,8,0.77152861868,1.07856692095,0.660352935612,0.835285431925,0.30437815752,0.47530322309,4.36800747604,487,1147.4941405,7.2961473987
gbtree,0.1,15,4.61168632416,0.922119500071,0.498060689563,0.917895299282,0.875353512182,0.739199217623,3.3348967644,2691,1145.797241,5.82107104397
gbtree,0.1,15,1.90145406876,0.532342137108,0.396362987883,0.301931927096,0.385957236993,0.742059599255,3.51311151402,336,1160.321411,7.57130784817
gbtree,0.1,13,0.588131210759,1.02741711131,2.42384495786,0.353223395496,0.921445367135,0.964281004723,2.8892136469,97,1174.92480475,4.54152148128
gbtree,0.1,15,3.3440603526,0.761438420861,1.4171075055,0.993909111986,0.744423953173,0.713741595982,1.52312845616,1108,1145.895172,5.23831968102
gbtree,0.1,4,2.22683192827,1.04336981845,3.33435796917,0.971135047305,0.357610962642,0.883870712771,4.16043699041,3814,1148.65176425,6.25353909717
gbtree,0.1,16,1.40413357608,0.500433742434,4.13320670123,0.726634336869,0.380714142258,0.737861463749,0.821289218196,141,1161.29928575,7.71978710745
gbtree,0.1,10,3.31696047093,1.17804874353,4.60590972137,0.62984662626,0.459334732794,0.547316695369,1.84234096139,952,1146.5536195,6.58971639932
gbtree,0.1,7,1.76759589949,1.11813409364,1.9916961807,0.745420479753,0.358043664013,0.525207535096,2.03671603205,481,1147.82702625,5.33978793026
gbtree,0.1,14,4.1248997836,1.86368258756,3.44728061145,0.572953131512,0.908913190605,0.523337893479,4.91984373878,1532,1146.5651245,6.55865862857
gbtree,0.1,14,4.93552724353,0.574590408526,3.68939813165,0.412414646363,0.855624552508,0.962101612314,4.92484810593,814,1150.8953245,5.81339097676
gbtree,0.1,10,2.41016951569,0.599220546082,1.69824254144,0.475668137714,0.664935919929,0.719448580637,2.91417975512,241,1151.03955075,6.00375077925
gbtree,0.1,13,2.90012205887,1.16342909092,4.08729518809,0.443811877884,0.315857709908,0.99780162477,3.75535965313,510,1150.8931275,6.10647649703
gbtree,0.1,11,4.25530184438,1.76551520648,3.36798530727,0.880344655973,0.943701348393,0.4646497091,1.31881507486,1185,1145.818268,5.33351429499
gbtree,0.1,19,0.137972181499,0.488387791972,0.265466894462,0.732751355817,0.77313998817,0.798647511538,1.96713284944,369,1181.808075,5.69151398321
gbtree,0.1,11,1.64771225007,1.53311643639,0.497017231756,0.678863301933,0.818000104961,0.328794012258,0.918947387187,321,1152.1891785,6.53020547731
gbtree,0.1,11,2.18123058523,0.721141387363,1.32401231887,0.857562363162,0.880463244988,0.921810159151,0.839672116755,283,1151.06439225,5.57674433744
gbtree,0.1,17,3.27789936933,1.42494865942,4.49046081825,0.824000159289,0.936152560956,0.779826850767,1.33519757441,396,1147.8779295,5.17395689093
gbtree,0.1,15,3.25190664123,1.42197763008,2.64567969399,0.831189869843,0.627809385674,0.343367040297,3.60860116344,665,1144.6138915,6.03852734943
gbtree,0.1,12,0.302185424528,1.73964236832,4.19167075247,0.766689348508,0.827696729787,0.778859418166,0.125695273816,99,1169.95690925,6.20042845141
gbtree,0.1,20,3.91148828288,0.204888841538,2.79517427541,0.886773594386,0.317831547203,0.388910056314,4.18861656454,1253,1144.0634155,5.91450369795
gbtree,0.1,19,2.55609071375,1.24895821453,3.51673734933,0.492857276187,0.959557881916,0.510717899543,3.03465341506,135,1154.7651365,6.3802956477
gbtree,0.1,12,1.48511797535,1.97746805677,1.09132044346,0.376942491443,0.456748558044,0.346895007294,1.77785365556,190,1161.23205575,6.2144700623
gbtree,0.1,19,4.44586363445,1.35791308295,4.0372655026,0.458657366217,0.543174364429,0.543093946185,1.70922854023,685,1151.19323725,6.15988640442
gbtree,0.1,15,3.90790252964,1.83200887614,0.953700711616,0.865090450313,0.528395202633,0.793691313455,4.30610529751,1143,1143.93295275,5.67264459146
gbtree,0.1,6,1.92359989877,1.07709992425,4.05477994298,0.771277006631,0.328998346876,0.786438505012,0.35931939295,851,1148.0889285,4.82970327029
gbtree,0.1,19,1.54142806954,0.431123389409,1.76612324651,0.907284238406,0.525010761239,0.636555984639,2.42870231361,232,1155.47213775,7.04144144561
gbtree,0.1,15,1.56455254035,1.61766308576,2.07543098539,0.489022971797,0.639695276656,0.769234038834,4.36552685523,135,1158.783081,5.70999485953
gbtree,0.1,9,1.59471342956,1.38678544657,4.23049123683,0.705240094808,0.819822163869,0.393108155456,2.51722725372,226,1149.50106825,6.32421967171
gbtree,0.1,20,1.3319655694,0.851388061751,3.33610046992,0.984603702253,0.988351954036,0.552529026247,1.2105811391,244,1163.5730895,5.53683903761
gbtree,0.1,16,1.65314805396,0.510608201532,3.73424340963,0.563558589009,0.894964490485,0.478601660535,3.81967589324,135,1158.41995225,6.02827714808
gbtree,0.1,9,4.74624788442,0.997685410954,2.268733052,0.678472603619,0.893332680471,0.548978839149,0.594910568737,1139,1148.70968625,5.50620495878
gbtree,0.1,19,4.97678831867,0.417743396159,2.2856972667,0.821358142255,0.906543779645,0.840231573338,3.87919582136,2267,1145.9060365,5.96932362377
gbtree,0.1,7,0.199139885334,1.98769070579,1.06956566248,0.347358201016,0.518983595473,0.463466410795,0.334448550712,258,1159.873413,6.5292108773
gbtree,0.1,3,2.24207517546,0.91082581534,1.75422960441,0.881837442416,0.642104298227,0.606401119712,3.94114740494,3309,1152.9388735,5.63613176543
gbtree,0.1,9,1.53370341571,1.83959441601,0.894531030897,0.491661200961,0.683328643445,0.930251742408,1.75671946862,288,1156.1395265,5.71872216155
gbtree,0.1,9,4.17416468011,1.93865475175,4.35842461681,0.813016474885,0.468901949352,0.691398244564,2.49353151964,1144,1145.71048,5.58330349586
gbtree,0.1,11,4.54458283602,0.672475100214,1.08718638179,0.895926637164,0.741506288951,0.526753286188,3.57623708851,2442,1144.52578725,5.83888389086
gbtree,0.1,14,3.76460971727,0.843935589005,1.64434932533,0.646703741962,0.692173941488,0.352544630754,0.569146924893,824,1149.20477275,5.85592751836
gbtree,0.1,7,0.903716801102,0.291688903083,4.6375840153,0.697803732266,0.78233146551,0.436968954402,3.41228187835,292,1149.80435175,5.33302221432
gbtree,0.1,3,2.29188801722,1.65142705606,3.08732048185,0.64059766344,0.465133046895,0.589569646439,4.72193079048,3125,1153.84381125,5.02290071655
gbtree,0.1,16,2.6998386546,1.46067788159,0.363645928258,0.77047552999,0.724188671587,0.774316257401,2.10802920678,635,1149.31390375,6.44114786149
gbtree,0.1,10,4.91726197285,0.255390195251,3.67613549474,0.359817321471,0.86592132818,0.974633859093,1.63939414574,910,1152.45697025,4.86733476973
gbtree,0.1,6,0.632753240514,0.0875533332202,1.56259334028,0.31362889939,0.732072922041,0.720927495121,4.79227220433,325,1156.7631835,6.27401237053
gbtree,0.1,20,1.63126858345,1.19892043625,4.39926341702,0.346709047843,0.649354122605,0.508820599452,4.43560062154,108,1165.19274925,7.15235431707
gbtree,0.1,6,2.60803415608,1.11713755403,4.73983999882,0.803493618825,0.996591790984,0.637231693492,0.2573927345,757,1148.29895025,4.48175075582
gbtree,0.1,12,4.38741088729,1.92093519118,3.72240991805,0.836027057279,0.616596314471,0.379607994787,4.64155833819,2475,1143.42147825,6.1104413843
gbtree,0.1,5,0.425323578943,0.84573440875,1.93810580534,0.607245474859,0.37411398058,0.974502599781,2.16285223292,664,1151.149811,6.30735322233
gbtree,0.1,16,4.81453342882,1.51468192989,0.998370194808,0.376815835289,0.312155044271,0.341576365143,4.83635779965,2334,1151.8488465,5.72177706548
gbtree,0.1,20,0.404076911972,0.529818272139,0.167800240258,0.422624774407,0.559085690063,0.792827195691,2.65444354566,560,1176.73440575,8.90190768063
gbtree,0.1,9,3.20496113937,0.630896708169,2.51365877421,0.656051458339,0.654882281915,0.694894006208,4.8019147928,773,1145.02636725,5.63927352059
gbtree,0.1,11,4.89699775744,0.795789112344,2.22979571336,0.438917525692,0.583531012765,0.67815118375,4.57163422705,1449,1149.9617615,4.84307146228
gbtree,0.1,9,2.82424350153,1.44931872062,4.63821215962,0.997657908625,0.360719256272,0.46367925529,3.10673208854,1298,1143.210968,6.37585783142
gbtree,0.1,5,1.94395007466,1.62074920318,3.10773473212,0.706224222876,0.389773815718,0.974215983974,3.82815097475,1222,1148.151184,4.89876059167
gbtree,0.1,10,4.04001274581,0.197470102436,2.78076311955,0.521571775005,0.560572051188,0.835571498551,1.28441849268,757,1148.401489,5.73558878361
gbtree,0.1,3,4.36152707676,1.95493139172,1.08477288922,0.304565716174,0.483359513949,0.77787169514,4.05291665247,2666,1165.2460935,6.57351357754
gbtree,0.1,17,1.45918883717,1.2189251768,0.264316940704,0.618102166591,0.498780295627,0.981348235305,4.22804724339,422,1156.5181885,5.49058545965
gbtree,0.1,12,1.42997994579,1.16055731243,1.94704222635,0.42524888444,0.567228485459,0.953832190682,1.07839132085,120,1163.18362425,5.4761451519
gbtree,0.1,16,2.41661955348,0.0658596739902,1.81022763965,0.309531614362,0.332441388686,0.821421068466,2.70362786665,195,1159.24694825,6.1339711789
gbtree,0.1,17,1.35663511269,1.8916070949,4.60590774396,0.353817935028,0.852742702488,0.866107544596,3.8563928563,100,1168.59741225,5.3723600074
gbtree,0.1,17,4.03537424627,1.24926417518,2.65128434242,0.79646760221,0.973941068433,0.854458362828,3.46237041349,833,1145.79568475,6.25962618276
gbtree,0.1,13,1.24694913541,1.79220038185,3.43606244077,0.56344817006,0.516680143008,0.719692582771,0.17206498093,123,1165.6157225,7.43073884603
gbtree,0.1,7,3.81535090333,0.511411253313,2.44763882747,0.712202168009,0.901895097707,0.715061562498,1.53972935569,1006,1146.9085085,4.87364899659
gbtree,0.1,15,0.464417436553,0.466764377238,2.64667159021,0.594009483433,0.487993695464,0.326275458168,2.49545741104,105,1168.10568225,7.37262368869
gbtree,0.1,11,0.835934540753,1.88795013506,4.35685650643,0.556965763971,0.784610303243,0.813478362835,4.84376548248,119,1157.66168225,7.61725957342
gbtree,0.1,3,4.11654744322,0.31455884186,4.04707660273,0.774558657661,0.855357505916,0.826776690286,2.59972027009,4400,1157.408203,5.44845322783
gbtree,0.1,15,3.20719633323,0.00246559466012,4.5322121502,0.342630908037,0.310613782195,0.408578002757,2.12853827616,545,1154.19528225,4.84660658714
gbtree,0.1,10,2.89995505893,1.03507430838,1.84631913261,0.989412302457,0.305169996086,0.969223656208,3.95933450744,1381,1142.4609985,5.9999231983
gbtree,0.1,14,1.13085736016,0.00630399989963,0.602253038686,0.406128230807,0.458023928832,0.928607614023,3.26614262123,224,1166.4121705,7.87709096755
gbtree,0.1,4,4.20528231043,0.678107512812,2.76232257783,0.77307515876,0.661069536345,0.975782927445,3.89793578976,4369,1151.310669,5.06068953777
gbtree,0.1,18,3.07024965414,0.922173198481,3.76199625707,0.817093523355,0.745621717851,0.459706446262,1.32596229386,549,1147.769043,4.87171960828
gbtree,0.1,20,3.18139102898,1.00759933833,4.03014566925,0.734087022539,0.637591991028,0.535756621475,0.331553181528,334,1149.76858525,6.5433263677
gbtree,0.1,20,3.76631390713,1.34726283467,3.8064133712,0.669625199852,0.840682272323,0.385331585873,2.1005485462,755,1148.039032,5.39081745072
gbtree,0.1,17,1.96386852771,1.09504740222,4.920173153,0.497877577493,0.487966278119,0.977237773723,4.60643917145,164,1153.949585,6.41601224971
gbtree,0.1,16,3.72534380876,1.53424190413,2.795953805,0.419523749764,0.488335345434,0.376703811359,1.16115932798,555,1153.59829725,6.88233678914
gbtree,0.1,15,3.80281868658,1.45216235046,0.959720901173,0.402131690213,0.638415629023,0.492243487852,0.895471813823,465,1153.45590175,6.41926390845
gbtree,0.1,14,2.16818712973,1.50621656675,0.139368847079,0.578851289645,0.948207029125,0.57022179838,0.318922970949,877,1151.8342285,7.58125332915
gbtree,0.1,3,3.65481794274,1.34005695696,1.09247231378,0.796583229532,0.380786840838,0.959749709962,3.08069364358,6491,1156.1904905,6.07971052792
gbtree,0.1,11,0.331864695808,0.288954502608,4.68479711116,0.414179085911,0.351420933605,0.44212813033,0.59321390321,106,1168.34991475,6.99559232845
gbtree,0.1,4,2.58738379719,1.77603900449,0.593342864164,0.486408039708,0.380617957612,0.782257880618,1.16036683971,1742,1153.2643125,5.26306592894
gbtree,0.1,13,0.151161093856,0.0598874958121,2.68517975613,0.432795103023,0.703018021121,0.676409008954,3.52694169066,104,1173.5928955,7.49799998572
gbtree,0.1,6,4.54720880751,0.973641402213,4.85790853242,0.893159735028,0.752147370876,0.315873883797,1.92626465832,1855,1151.06695575,4.94872629076
gbtree,0.1,4,1.46950398618,0.21284250567,4.63527911952,0.396616255711,0.487144745638,0.421423436338,0.442151203639,1297,1157.28164675,5.69705272079
gbtree,0.1,9,3.87385458863,0.194411344078,4.81184466021,0.473327546336,0.423284066066,0.990075396948,0.906219752134,785,1151.0173645,6.39914329494
gbtree,0.1,13,2.50924827389,1.65879090471,3.95394933378,0.318801906805,0.604137211722,0.708796371458,0.345372429932,162,1162.948761,5.21206924992
gbtree,0.1,5,0.441470474368,0.706531024615,4.25151421193,0.439785337718,0.611724914084,0.512643002544,0.529739264417,515,1156.24371325,5.79441462795
gbtree,0.1,10,0.51987406571,0.46678174094,2.07319834534,0.923914741753,0.368511477783,0.440272377218,2.79626244003,237,1150.4740295,6.24531394462
gbtree,0.1,6,3.8368356749,0.178119212113,0.0599070578598,0.711096859129,0.90280779758,0.737698045748,3.45881539878,6285,1149.4360045,6.27159542453
gbtree,0.1,9,0.215068363382,0.159523432894,4.94733789653,0.946678993245,0.645166518984,0.368583653898,0.592563476404,185,1151.8783875,6.31301619664
gbtree,0.1,8,3.77581708156,0.975442624368,3.91165269075,0.989320796394,0.868655793198,0.995981809894,2.3907595633,1857,1145.54013025,5.82514946435
gbtree,0.1,5,2.00292525197,1.60009119327,3.33602157671,0.364183988052,0.512575636423,0.387545078271,0.825185715839,723,1156.40335075,6.44243372992
gbtree,0.1,19,4.8443727126,1.29672254169,1.83161928917,0.459399760968,0.517485127343,0.688952084301,3.20130406598,1108,1149.70343025,6.63569900532
