# colsample_bytree, min_child_weight, subsample, alpha, max_depth, gamma, target
7.047256796661079958e-01,1.096887855882471730e+00,8.739346361010241759e-01,2.698908024364708780e+00,1.118449165872167583e+01,2.853399425633099895e+00,8.077027345999999719e-01
6.813379666469975282e-01,1.834015020046935174e+00,9.943009027764212471e-01,1.608751263217583771e+00,1.724776496237993939e+01,2.440441917022923235e+00,8.047568360000000309e-01
2.999999999999999889e-01,1.429366431961222483e+00,9.338820518852600783e-01,8.063984568113304885e-01,1.305746682772796241e+01,2.678472490901903313e+00,8.023705812000000437e-01
3.000949736772588472e-01,1.786081891371215535e+00,5.144010817855878548e-01,2.639757132051270716e+00,2.436741107503507564e+01,2.534556961599523817e+00,8.028458493999999224e-01
8.327164790995122967e-01,1.438583767169848926e+00,5.636717003055246034e-01,1.136466167160750107e+00,1.197669405637177498e+01,1.917625239350389643e+00,7.918811768000000306e-01
3.627319551941323161e-01,1.477550409731059888e+00,1.000000000000000000e+00,6.894622327314795518e-01,1.591356529984953561e+01,2.732823120747958523e+00,7.842071043999999658e-01
5.803894126531120579e-01,6.840919429834473320e-01,7.072562242009766686e-01,1.321277810486157556e+00,2.344428928065846662e+01,2.469445780683595881e+00,7.840315185999999770e-01
8.399963195991350107e-01,1.820333381871553913e+00,6.994389320429768020e-01,2.515860309727134148e+00,2.481641949180338003e+01,2.205122321159305177e+00,8.019085448000000671e-01
3.057645897500116394e-01,1.725687773712427875e+00,6.938830494069421206e-01,2.424895218433766431e+00,1.438399684984197435e+01,2.019848515966025992e+00,8.055614502000000288e-01
9.000000000000000222e-01,1.965142062833983960e+00,6.825951970211850961e-01,2.355408908399518442e+00,2.445756955351593476e+01,2.968805510710613493e+00,8.065330812000000016e-01
7.712351637088895595e-01,1.260267964083088277e+00,8.984480098024887340e-01,2.573431561325179029e+00,2.499590979943790359e+01,2.826028852993449636e+00,8.051928221999998803e-01
4.582688729068630784e-01,1.154156496139747246e+00,9.905925894652412023e-01,2.454327013821967274e+00,2.009416844406112546e+01,1.597902171535024340e+00,7.990656006000002032e-01
7.295800269778349723e-01,1.355749758271136196e+00,9.449506164629501992e-01,2.814173495798089064e+00,1.523891437889781564e+01,1.942710908099360534e+00,8.064993654000002232e-01
3.397680687938003929e-01,1.625317499909336938e+00,1.000000000000000000e+00,2.263232925571944332e+00,2.306970613119401747e+01,2.115762778999083160e+00,7.949262691999999797e-01
5.465837341819076434e-01,1.985833568532956450e+00,9.316708033056984029e-01,2.871553420786207678e+00,1.608252207297228864e+01,7.370457606365969916e-01,7.873223143999998896e-01
7.488459668939332348e-01,1.523326774051465105e+00,5.654817257216356863e-01,2.597988911715648275e+00,1.544473521016231032e+01,2.056756398207242764e+00,8.026084715999998176e-01
8.567667267870566761e-01,9.617390081272544355e-01,5.074253621917107493e-01,2.789302129062585678e+00,2.275313521703402131e+01,2.409055511638889868e+00,7.981875244000000702e-01
4.033011262137748965e-01,1.205852623461779016e+00,5.594507990602574088e-01,1.984252936658229549e+00,1.238555640139420966e+01,1.690552767057474925e+00,7.954529542000000619e-01
5.636078861854457722e-01,1.402281197288556935e+00,6.636072637443056754e-01,2.603483646122515260e+00,1.323738207589932792e+01,1.926658986884750124e+00,8.043269530000000112e-01
5.769586808347264562e-01,8.324845743682833810e-01,6.195912730815227309e-01,1.304364330876271794e+00,1.168277376675193757e+01,2.836927284744353628e+00,8.000541503999998305e-01
3.160910413974210575e-01,5.022361513706297131e-01,8.298757482705554356e-01,1.686875536951075727e+00,1.851047986520352495e+01,1.894576171482630356e+00,7.888071290000000513e-01
8.817765079660465632e-01,1.890906975270156831e+00,7.665080493133711315e-01,2.448320244798424028e+00,1.141808314186027573e+01,1.870825789915123050e+00,8.075912598000000164e-01
4.243970384853794076e-01,1.965289605047528365e+00,5.857403830534847478e-01,2.988036510025145365e+00,1.467191378620040076e+01,2.690436192149099348e+00,8.092721924000000344e-01
6.817378464802730242e-01,1.885330211376423426e+00,7.811305414764087018e-01,2.704142232272422675e+00,2.242677372022655291e+01,2.434567327555629213e+00,8.035050049999999944e-01
8.749640896636695642e-01,1.951121710953565902e+00,5.980609578131718118e-01,2.671297172330252767e+00,1.348013247027984285e+01,2.646733552452880112e+00,8.083727537999998436e-01
7.954572680020358666e-01,1.121680021222867030e+00,8.287474079764187707e-01,6.848139539357855909e-01,2.151288480702060468e+01,2.890520851300410143e+00,7.890329590000001447e-01
4.822279972684842542e-01,1.606055845987453212e+00,6.590758186240743832e-01,1.811079377160750292e+00,1.668574582445179288e+01,2.551512685325627583e+00,7.975420409999999238e-01
3.343485903874643950e-01,1.531997708318985296e+00,6.120361699489238472e-01,3.998742836522763411e-01,1.277427455114049692e+01,2.278280263548267293e+00,7.867359861999998483e-01
7.585799776527417659e-01,1.467123370794144233e+00,7.052347472057854949e-01,2.646100650721358249e+00,2.350326071014804796e+01,1.743381663901769629e+00,7.976075195999999812e-01
8.049903619445570868e-01,1.365092705607653611e+00,6.318251049372289874e-01,2.277478301098164071e+00,2.265640042650647956e+01,2.120138934023354516e+00,7.974844728000000105e-01
4.380893918667840836e-01,1.694140218013829857e+00,5.486541625751718554e-01,2.822420029303894129e+00,2.441324399013247515e+01,1.618962652827172111e+00,7.888620361999999497e-01
4.529551259420588338e-01,1.812882660682207936e+00,8.360938439008585021e-01,2.476743476283599144e+00,1.140503997441774509e+01,1.804093329896882425e+00,8.103678224000000485e-01
5.884845298788790036e-01,8.921465804346349060e-01,6.796102297411632520e-01,2.697013808429876924e+00,1.118959361578282241e+01,2.724218599987503264e+00,8.098266601999998260e-01
5.291110536265051234e-01,1.438212246323968158e+00,7.567271552952432589e-01,2.770010954577199147e+00,1.978553807773148776e+01,1.431036140262861744e+00,7.942161132000000734e-01
6.277316542295774404e-01,7.136682249717495319e-01,9.170019683883674499e-01,2.334325474596210537e+00,1.565393570771503384e+01,2.286368475316581161e+00,8.017250242000002469e-01
7.222421628230666357e-01,1.240346855251164282e+00,7.394396539567077431e-01,1.537447175193936921e+00,2.471824612381955077e+01,2.125726697570477608e+00,7.912803711999999434e-01
3.757514285186512870e-01,6.175464448059775346e-01,5.886023206261146168e-01,1.109111480539415190e-01,2.456263132607924859e+01,2.479213390649790849e+00,7.492146242000000678e-01
4.411546310030061147e-01,8.652533997738584004e-01,6.155135446998754034e-01,1.609638714264777670e+00,1.578376196127065256e+01,2.664640961640503569e+00,7.928327881999999160e-01
3.446727674212769488e-01,8.806026280736281020e-01,9.937532671527686823e-01,2.450964052806647420e+00,1.413052487904667487e+01,1.011125306622024489e+00,7.885711914000000933e-01
3.772917715015777218e-01,1.565476680604359849e+00,7.100797852877329674e-01,1.391915270438097929e+00,1.032295490187570586e+01,2.981406304821155206e+00,8.119243897999999238e-01
3.772901342228537347e-01,1.565474524660765310e+00,7.100786561930669816e-01,1.391913838571952056e+00,1.032295451575737921e+01,2.981405426073186149e+00,8.102086184000000246e-01
6.797639759236706603e-01,1.885075715713548705e+00,7.812350394810786414e-01,2.704979157734152206e+00,2.242776082253652703e+01,2.435937280446643705e+00,8.061481202000000401e-01
5.891231153449016933e-01,8.927839402359227794e-01,6.775641671999974580e-01,2.696338239539547210e+00,1.119208925732748128e+01,2.723543981131810732e+00,8.104838622000000159e-01
7.575970549197079684e-01,1.465788773411494494e+00,7.047919675947654783e-01,2.644618297154460063e+00,2.349976341062609819e+01,1.742694401096804180e+00,7.977868163999999318e-01
7.581911214831544843e-01,1.465967060151697199e+00,7.050620317396840697e-01,2.641949073400587267e+00,2.350342403326214225e+01,1.741426657247393539e+00,7.964399411999998346e-01
7.553696490717064504e-01,1.463427461513523875e+00,7.037860091793440853e-01,2.645021145437616905e+00,2.350375315261135611e+01,1.742913070689504407e+00,7.955020508000000268e-01
8.753063510161240846e-01,1.952973123003991285e+00,5.982380065563748239e-01,2.675872911082179506e+00,1.348172826368749000e+01,2.644357306782447736e+00,8.074949705999999727e-01
7.992983063299708979e-01,1.364939755014039857e+00,6.344064734372216741e-01,2.277802861372328902e+00,2.265650298677475405e+01,2.120297764251329653e+00,7.970012698000000784e-01
8.316993895525151004e-01,1.783208930905958667e+00,6.572822582131550018e-01,2.517018684647415405e+00,2.477714593609564275e+01,2.163726329766785028e+00,8.011346677999999777e-01
3.344079246288746421e-01,7.942286391619872710e-01,5.197094025556027175e-01,2.265938327034617839e+00,1.348157965135858838e+01,2.943169739427252907e+00,8.008154054000001798e-01
5.863759728978590324e-01,8.965974156615439394e-01,9.238513160572062732e-01,1.952769144026397230e+00,1.206747367962031525e+01,2.984892891485948052e+00,8.015066650000001180e-01
4.065518740481612880e-01,6.574490770204373113e-01,7.021238538381706640e-01,1.232691389576744179e+00,1.063633168732615175e+01,2.349804570300177531e+00,7.954613036000001136e-01
